asset_id,portfolio,portfolio_type,asset_group,name,type,business_category,owner,municipality_anchor,price_area,lat,lon,annual_consumption_mwh,base_kw,peak_kw,flex_kw,profile,h00,h01,h02,h03,h04,h05,h06,h07,h08,h09,h10,h11,h12,h13,h14,h15,h16,h17,h18,h19,h20,h21,h22,h23
ENT-DEMO-0060,Entelios Kristiansand-Oslo Demo,business_consumption,Schools,Schools #10,business_load,school,Entelios customer demo,Evje,NO2,58.509878,7.804378,1033.6,118.0,639.3,119.6,school_weekday_daytime,0.4294,0.4049,0.3926,0.3926,0.4417,0.6135,1.0429,1.5337,1.9018,2.0245,1.9632,1.8405,1.7178,1.6564,1.5337,1.2883,0.9816,0.7607,0.6135,0.5521,0.5153,0.4908,0.4663,0.4417
ENT-DEMO-0061,Entelios Kristiansand-Oslo Demo,business_consumption,Schools,Schools #11,business_load,school,Entelios customer demo,Evje,NO2,58.561159,7.816603,1334.5,152.3,304.0,53.3,school_weekday_daytime,0.4294,0.4049,0.3926,0.3926,0.4417,0.6135,1.0429,1.5337,1.9018,2.0245,1.9632,1.8405,1.7178,1.6564,1.5337,1.2883,0.9816,0.7607,0.6135,0.5521,0.5153,0.4908,0.4663,0.4417
ENT-DEMO-0062,Entelios Kristiansand-Oslo Demo,business_consumption,Schools,Schools #12,business_load,school,Entelios customer demo,Evje,NO2,58.664859,7.776693,963.1,109.9,488.6,78.2,school_weekday_daytime,0.4294,0.4049,0.3926,0.3926,0.4417,0.6135,1.0429,1.5337,1.9018,2.0245,1.9632,1.8405,1.7178,1.6564,1.5337,1.2883,0.9816,0.7607,0.6135,0.5521,0.5153,0.4908,0.4663,0.4417
ENT-DEMO-0063,Entelios Kristiansand-Oslo Demo,business_consumption,Schools,Schools #13,business_load,school,Entelios customer demo,Evje,NO2,58.714405,7.750777,1502.5,171.5,146.7,16.2,school_weekday_daytime,0.4294,0.4049,0.3926,0.3926,0.4417,0.6135,1.0429,1.5337,1.9018,2.0245,1.9632,1.8405,1.7178,1.6564,1.5337,1.2883,0.9816,0.7607,0.6135,0.5521,0.5153,0.4908,0.4663,0.4417
ENT-DEMO-0064,Entelios Kristiansand-Oslo Demo,business_consumption,Schools,Schools #14,business_load,school,Entelios customer demo,Bygland,NO2,58.766731,7.775555,1420.4,162.1,399.0,67.8,school_weekday_daytime,0.4294,0.4049,0.3926,0.3926,0.4417,0.6135,1.0429,1.5337,1.9018,2.0245,1.9632,1.8405,1.7178,1.6564,1.5337,1.2883,0.9816,0.7607,0.6135,0.5521,0.5153,0.4908,0.4663,0.4417
ENT-DEMO-0065,Entelios Kristiansand-Oslo Demo,business_consumption,Schools,Schools #15,business_load,school,Entelios customer demo,Bygland,NO2,58.820031,7.794912,434.0,49.5,632.6,127.4,school_weekday_daytime,0.4294,0.4049,0.3926,0.3926,0.4417,0.6135,1.0429,1.5337,1.9018,2.0245,1.9632,1.8405,1.7178,1.6564,1.5337,1.2883,0.9816,0.7607,0.6135,0.5521,0.5153,0.4908,0.4663,0.4417
ENT-DEMO-0066,Entelios Kristiansand-Oslo Demo,business_consumption,Schools,Schools #16,business_load,school,Entelios customer demo,Bygland,NO2,58.81991,7.842598,684.6,78.2,206.8,42.0,school_weekday_daytime,0.4294,0.4049,0.3926,0.3926,0.4417,0.6135,1.0429,1.5337,1.9018,2.0245,1.9632,1.8405,1.7178,1.6564,1.5337,1.2883,0.9816,0.7607,0.6135,0.5521,0.5153,0.4908,0.4663,0.4417
ENT-DEMO-0067,Entelios Kristiansand-Oslo Demo,business_consumption,Schools,Schools #17,business_load,school,Entelios customer demo,Bygland,NO2,58.900406,7.824511,863.0,98.5,488.8,103.2,school_weekday_daytime,0.4294,0.4049,0.3926,0.3926,0.4417,0.6135,1.0429,1.5337,1.9018,2.0245,1.9632,1.8405,1.7178,1.6564,1.5337,1.2883,0.9816,0.7607,0.6135,0.5521,0.5153,0.4908,0.4663,0.4417
ENT-DEMO-0068,Entelios Kristiansand-Oslo Demo,business_consumption,Schools,Schools #18,business_load,school,Entelios customer demo,Bygland,NO2,59.012039,7.909973,363.6,41.5,559.6,98.6,school_weekday_daytime,0.4294,0.4049,0.3926,0.3926,0.4417,0.6135,1.0429,1.5337,1.9018,2.0245,1.9632,1.8405,1.7178,1.6564,1.5337,1.2883,0.9816,0.7607,0.6135,0.5521,0.5153,0.4908,0.4663,0.4417
ENT-DEMO-0069,Entelios Kristiansand-Oslo Demo,business_consumption,Schools,Schools #19,business_load,school,Entelios customer demo,Fyresdal,NO2,59.072859,8.020703,1030.8,117.7,269.5,57.0,school_weekday_daytime,0.4294,0.4049,0.3926,0.3926,0.4417,0.6135,1.0429,1.5337,1.9018,2.0245,1.9632,1.8405,1.7178,1.6564,1.5337,1.2883,0.9816,0.7607,0.6135,0.5521,0.5153,0.4908,0.4663,0.4417
ENT-DEMO-0070,Entelios Kristiansand-Oslo Demo,business_consumption,Schools,Schools #20,business_load,school,Entelios customer demo,Fyresdal,NO2,59.130451,8.013336,482.7,55.1,164.3,28.6,school_weekday_daytime,0.4294,0.4049,0.3926,0.3926,0.4417,0.6135,1.0429,1.5337,1.9018,2.0245,1.9632,1.8405,1.7178,1.6564,1.5337,1.2883,0.9816,0.7607,0.6135,0.5521,0.5153,0.4908,0.4663,0.4417
ENT-DEMO-0071,Entelios Kristiansand-Oslo Demo,business_consumption,Schools,Schools #21,business_load,school,Entelios customer demo,Fyresdal,NO2,59.20748,8.168862,370.2,42.3,194.7,29.8,school_weekday_daytime,0.4294,0.4049,0.3926,0.3926,0.4417,0.6135,1.0429,1.5337,1.9018,2.0245,1.9632,1.8405,1.7178,1.6564,1.5337,1.2883,0.9816,0.7607,0.6135,0.5521,0.5153,0.4908,0.4663,0.4417
ENT-DEMO-0072,Entelios Kristiansand-Oslo Demo,business_consumption,Schools,Schools #22,business_load,school,Entelios customer demo,Fyresdal,NO2,59.305239,8.219545,365.5,41.7,592.0,65.2,school_weekday_daytime,0.4294,0.4049,0.3926,0.3926,0.4417,0.6135,1.0429,1.5337,1.9018,2.0245,1.9632,1.8405,1.7178,1.6564,1.5337,1.2883,0.9816,0.7607,0.6135,0.5521,0.5153,0.4908,0.4663,0.4417
ENT-DEMO-0073,Entelios Kristiansand-Oslo Demo,business_consumption,Schools,Schools #23,business_load,school,Entelios customer demo,Fyresdal,NO2,59.317179,8.353113,511.5,58.4,546.8,109.5,school_weekday_daytime,0.4294,0.4049,0.3926,0.3926,0.4417,0.6135,1.0429,1.5337,1.9018,2.0245,1.9632,1.8405,1.7178,1.6564,1.5337,1.2883,0.9816,0.7607,0.6135,0.5521,0.5153,0.4908,0.4663,0.4417
ENT-DEMO-0074,Entelios Kristiansand-Oslo Demo,business_consumption,Schools,Schools #24,business_load,school,Entelios customer demo,Seljord,NO2,59.370938,8.460858,456.8,52.1,357.7,44.5,school_weekday_daytime,0.4294,0.4049,0.3926,0.3926,0.4417,0.6135,1.0429,1.5337,1.9018,2.0245,1.9632,1.8405,1.7178,1.6564,1.5337,1.2883,0.9816,0.7607,0.6135,0.5521,0.5153,0.4908,0.4663,0.4417
ENT-DEMO-0075,Entelios Kristiansand-Oslo Demo,business_consumption,Schools,Schools #25,business_load,school,Entelios customer demo,Seljord,NO2,59.448616,8.6014,1443.3,164.8,414.3,49.4,school_weekday_daytime,0.4294,0.4049,0.3926,0.3926,0.4417,0.6135,1.0429,1.5337,1.9018,2.0245,1.9632,1.8405,1.7178,1.6564,1.5337,1.2883,0.9816,0.7607,0.6135,0.5521,0.5153,0.4908,0.4663,0.4417
ENT-DEMO-0076,Entelios Kristiansand-Oslo Demo,business_consumption,Schools,Schools #26,business_load,school,Entelios customer demo,Seljord,NO2,59.529861,8.747059,520.9,59.5,341.7,64.6,school_weekday_daytime,0.4294,0.4049,0.3926,0.3926,0.4417,0.6135,1.0429,1.5337,1.9018,2.0245,1.9632,1.8405,1.7178,1.6564,1.5337,1.2883,0.9816,0.7607,0.6135,0.5521,0.5153,0.4908,0.4663,0.4417
ENT-DEMO-0077,Entelios Kristiansand-Oslo Demo,business_consumption,Schools,Schools #27,business_load,school,Entelios customer demo,Seljord,NO2,59.483136,8.836738,665.6,76.0,199.3,20.4,school_weekday_daytime,0.4294,0.4049,0.3926,0.3926,0.4417,0.6135,1.0429,1.5337,1.9018,2.0245,1.9632,1.8405,1.7178,1.6564,1.5337,1.2883,0.9816,0.7607,0.6135,0.5521,0.5153,0.4908,0.4663,0.4417
ENT-DEMO-0078,Entelios Kristiansand-Oslo Demo,business_consumption,Schools,Schools #28,business_load,school,Entelios customer demo,Notodden,NO2,59.555291,8.922298,1287.8,147.0,506.5,109.7,school_weekday_daytime,0.4294,0.4049,0.3926,0.3926,0.4417,0.6135,1.0429,1.5337,1.9018,2.0245,1.9632,1.8405,1.7178,1.6564,1.5337,1.2883,0.9816,0.7607,0.6135,0.5521,0.5153,0.4908,0.4663,0.4417
ENT-DEMO-0079,Entelios Kristiansand-Oslo Demo,business_consumption,Schools,Schools #29,business_load,school,Entelios customer demo,Notodden,NO2,59.53625,9.03233,1374.0,156.8,463.8,85.6,school_weekday_daytime,0.4294,0.4049,0.3926,0.3926,0.4417,0.6135,1.0429,1.5337,1.9018,2.0245,1.9632,1.8405,1.7178,1.6564,1.5337,1.2883,0.9816,0.7607,0.6135,0.5521,0.5153,0.4908,0.4663,0.4417
ENT-DEMO-0080,Entelios Kristiansand-Oslo Demo,business_consumption,Schools,Schools #30,business_load,school,Entelios customer demo,Notodden,NO2,59.572814,9.163625,735.4,83.9,604.5,131.2,school_weekday_daytime,0.4294,0.4049,0.3926,0.3926,0.4417,0.6135,1.0429,1.5337,1.9018,2.0245,1.9632,1.8405,1.7178,1.6564,1.5337,1.2883,0.9816,0.7607,0.6135,0.5521,0.5153,0.4908,0.4663,0.4417
ENT-DEMO-0081,Entelios Kristiansand-Oslo Demo,business_consumption,Schools,Schools #31,business_load,school,Entelios customer demo,Notodden,NO2,59.597333,9.287486,936.5,106.9,157.7,33.1,school_weekday_daytime,0.4294,0.4049,0.3926,0.3926,0.4417,0.6135,1.0429,1.5337,1.9018,2.0245,1.9632,1.8405,1.7178,1.6564,1.5337,1.2883,0.9816,0.7607,0.6135,0.5521,0.5153,0.4908,0.4663,0.4417
ENT-DEMO-0082,Entelios Kristiansand-Oslo Demo,business_consumption,Schools,Schools #32,business_load,school,Entelios customer demo,Notodden,NO2,59.585928,9.378634,1570.2,179.2,466.1,90.6,school_weekday_daytime,0.4294,0.4049,0.3926,0.3926,0.4417,0.6135,1.0429,1.5337,1.9018,2.0245,1.9632,1.8405,1.7178,1.6564,1.5337,1.2883,0.9816,0.7607,0.6135,0.5521,0.5153,0.4908,0.4663,0.4417
ENT-DEMO-0083,Entelios Kristiansand-Oslo Demo,business_consumption,Schools,Schools #33,business_load,school,Entelios customer demo,Kongsberg,NO2,59.593911,9.460144,998.5,114.0,566.5,59.5,school_weekday_daytime,0.4294,0.4049,0.3926,0.3926,0.4417,0.6135,1.0429,1.5337,1.9018,2.0245,1.9632,1.8405,1.7178,1.6564,1.5337,1.2883,0.9816,0.7607,0.6135,0.5521,0.5153,0.4908,0.4663,0.4417
ENT-DEMO-0084,Entelios Kristiansand-Oslo Demo,business_consumption,Schools,Schools #34,business_load,school,Entelios customer demo,Kongsberg,NO2,59.63891,9.594938,951.5,108.6,621.7,121.0,school_weekday_daytime,0.4294,0.4049,0.3926,0.3926,0.4417,0.6135,1.0429,1.5337,1.9018,2.0245,1.9632,1.8405,1.7178,1.6564,1.5337,1.2883,0.9816,0.7607,0.6135,0.5521,0.5153,0.4908,0.4663,0.4417
ENT-DEMO-0085,Entelios Kristiansand-Oslo Demo,business_consumption,Schools,Schools #35,business_load,school,Entelios customer demo,Kongsberg,NO2,59.650388,9.597506,402.0,45.9,197.4,28.1,school_weekday_daytime,0.4294,0.4049,0.3926,0.3926,0.4417,0.6135,1.0429,1.5337,1.9018,2.0245,1.9632,1.8405,1.7178,1.6564,1.5337,1.2883,0.9816,0.7607,0.6135,0.5521,0.5153,0.4908,0.4663,0.4417
ENT-DEMO-0086,Entelios Kristiansand-Oslo Demo,business_consumption,Schools,Schools #36,business_load,school,Entelios customer demo,Kongsberg,NO2,59.652243,9.736492,739.2,84.4,585.6,122.5,school_weekday_daytime,0.4294,0.4049,0.3926,0.3926,0.4417,0.6135,1.0429,1.5337,1.9018,2.0245,1.9632,1.8405,1.7178,1.6564,1.5337,1.2883,0.9816,0.7607,0.6135,0.5521,0.5153,0.4908,0.4663,0.4417
ENT-DEMO-0087,Entelios Kristiansand-Oslo Demo,business_consumption,Schools,Schools #37,business_load,school,Entelios customer demo,Kongsberg,NO2,59.694141,9.804145,544.7,62.2,342.7,54.5,school_weekday_daytime,0.4294,0.4049,0.3926,0.3926,0.4417,0.6135,1.0429,1.5337,1.9018,2.0245,1.9632,1.8405,1.7178,1.6564,1.5337,1.2883,0.9816,0.7607,0.6135,0.5521,0.5153,0.4908,0.4663,0.4417
ENT-DEMO-0088,Entelios Kristiansand-Oslo Demo,business_consumption,Schools,Schools #38,business_load,school,Entelios customer demo,Drammen,NO2,59.709443,9.942543,1085.2,123.9,406.3,69.5,school_weekday_daytime,0.4294,0.4049,0.3926,0.3926,0.4417,0.6135,1.0429,1.5337,1.9018,2.0245,1.9632,1.8405,1.7178,1.6564,1.5337,1.2883,0.9816,0.7607,0.6135,0.5521,0.5153,0.4908,0.4663,0.4417
ENT-DEMO-0089,Entelios Kristiansand-Oslo Demo,business_consumption,Schools,Schools #39,business_load,school,Entelios customer demo,Drammen,NO1,59.713622,10.114814,1405.4,160.4,192.1,24.6,school_weekday_daytime,0.4294,0.4049,0.3926,0.3926,0.4417,0.6135,1.0429,1.5337,1.9018,2.0245,1.9632,1.8405,1.7178,1.6564,1.5337,1.2883,0.9816,0.7607,0.6135,0.5521,0.5153,0.4908,0.4663,0.4417
ENT-DEMO-0090,Entelios Kristiansand-Oslo Demo,business_consumption,Schools,Schools #40,business_load,school,Entelios customer demo,Drammen,NO1,59.733486,10.207613,1238.8,141.4,140.8,17.3,school_weekday_daytime,0.4294,0.4049,0.3926,0.3926,0.4417,0.6135,1.0429,1.5337,1.9018,2.0245,1.9632,1.8405,1.7178,1.6564,1.5337,1.2883,0.9816,0.7607,0.6135,0.5521,0.5153,0.4908,0.4663,0.4417
ENT-DEMO-0091,Entelios Kristiansand-Oslo Demo,business_consumption,Schools,Schools #41,business_load,school,Entelios customer demo,Drammen,NO1,59.732186,10.296988,1292.2,147.5,509.9,126.3,school_weekday_daytime,0.4294,0.4049,0.3926,0.3926,0.4417,0.6135,1.0429,1.5337,1.9018,2.0245,1.9632,1.8405,1.7178,1.6564,1.5337,1.2883,0.9816,0.7607,0.6135,0.5521,0.5153,0.4908,0.4663,0.4417
ENT-DEMO-0092,Entelios Kristiansand-Oslo Demo,business_consumption,Schools,Schools #42,business_load,school,Entelios customer demo,Drammen,NO1,59.790012,10.324474,1407.0,160.6,625.4,134.0,school_weekday_daytime,0.4294,0.4049,0.3926,0.3926,0.4417,0.6135,1.0429,1.5337,1.9018,2.0245,1.9632,1.8405,1.7178,1.6564,1.5337,1.2883,0.9816,0.7607,0.6135,0.5521,0.5153,0.4908,0.4663,0.4417
ENT-DEMO-0093,Entelios Kristiansand-Oslo Demo,business_consumption,Schools,Schools #43,business_load,school,Entelios customer demo,Asker,NO1,59.76932,10.314264,652.1,74.4,648.0,88.4,school_weekday_daytime,0.4294,0.4049,0.3926,0.3926,0.4417,0.6135,1.0429,1.5337,1.9018,2.0245,1.9632,1.8405,1.7178,1.6564,1.5337,1.2883,0.9816,0.7607,0.6135,0.5521,0.5153,0.4908,0.4663,0.4417
ENT-DEMO-0094,Entelios Kristiansand-Oslo Demo,business_consumption,Schools,Schools #44,business_load,school,Entelios customer demo,Asker,NO1,59.778048,10.425749,1443.5,164.8,179.2,22.6,school_weekday_daytime,0.4294,0.4049,0.3926,0.3926,0.4417,0.6135,1.0429,1.5337,1.9018,2.0245,1.9632,1.8405,1.7178,1.6564,1.5337,1.2883,0.9816,0.7607,0.6135,0.5521,0.5153,0.4908,0.4663,0.4417
ENT-DEMO-0095,Entelios Kristiansand-Oslo Demo,business_consumption,Schools,Schools #45,business_load,school,Entelios customer demo,Asker,NO1,59.84488,10.455871,400.1,45.7,625.6,139.2,school_weekday_daytime,0.4294,0.4049,0.3926,0.3926,0.4417,0.6135,1.0429,1.5337,1.9018,2.0245,1.9632,1.8405,1.7178,1.6564,1.5337,1.2883,0.9816,0.7607,0.6135,0.5521,0.5153,0.4908,0.4663,0.4417
ENT-DEMO-0096,Entelios Kristiansand-Oslo Demo,business_consumption,Schools,Schools #46,business_load,school,Entelios customer demo,Asker,NO1,59.837882,10.549672,414.7,47.3,366.4,86.3,school_weekday_daytime,0.4294,0.4049,0.3926,0.3926,0.4417,0.6135,1.0429,1.5337,1.9018,2.0245,1.9632,1.8405,1.7178,1.6564,1.5337,1.2883,0.9816,0.7607,0.6135,0.5521,0.5153,0.4908,0.4663,0.4417
ENT-DEMO-0097,Entelios Kristiansand-Oslo Demo,business_consumption,Schools,Schools #47,business_load,school,Entelios customer demo,Asker,NO1,59.876394,10.587081,1154.1,131.7,229.7,28.8,school_weekday_daytime,0.4294,0.4049,0.3926,0.3926,0.4417,0.6135,1.0429,1.5337,1.9018,2.0245,1.9632,1.8405,1.7178,1.6564,1.5337,1.2883,0.9816,0.7607,0.6135,0.5521,0.5153,0.4908,0.4663,0.4417
ENT-DEMO-0098,Entelios Kristiansand-Oslo Demo,business_consumption,Schools,Schools #48,business_load,school,Entelios customer demo,Oslo,NO1,59.883028,10.672541,1569.6,179.2,148.4,21.9,school_weekday_daytime,0.4294,0.4049,0.3926,0.3926,0.4417,0.6135,1.0429,1.5337,1.9018,2.0245,1.9632,1.8405,1.7178,1.6564,1.5337,1.2883,0.9816,0.7607,0.6135,0.5521,0.5153,0.4908,0.4663,0.4417
ENT-DEMO-0099,Entelios Kristiansand-Oslo Demo,business_consumption,Schools,Schools #49,business_load,school,Entelios customer demo,Oslo,NO1,59.88452,10.711793,1322.7,151.0,572.4,62.8,school_weekday_daytime,0.4294,0.4049,0.3926,0.3926,0.4417,0.6135,1.0429,1.5337,1.9018,2.0245,1.9632,1.8405,1.7178,1.6564,1.5337,1.2883,0.9816,0.7607,0.6135,0.5521,0.5153,0.4908,0.4663,0.4417
ENT-DEMO-0100,Entelios Kristiansand-Oslo Demo,business_consumption,Schools,Schools #50,business_load,school,Entelios customer demo,Oslo,NO1,59.922999,10.709291,989.9,113.0,187.7,34.9,school_weekday_daytime,0.4294,0.4049,0.3926,0.3926,0.4417,0.6135,1.0429,1.5337,1.9018,2.0245,1.9632,1.8405,1.7178,1.6564,1.5337,1.2883,0.9816,0.7607,0.6135,0.5521,0.5153,0.4908,0.4663,0.4417
ENT-DEMO-0101,Entelios Kristiansand-Oslo Demo,business_consumption,Grocery Stores,Grocery Stores #1,business_load,grocery_store,Entelios customer demo,Kristiansand,NO2,58.181676,8.014077,2321.6,265.0,431.9,76.2,grocery_refrigeration_day_evening,0.6782,0.6511,0.633,0.633,0.6692,0.7687,0.9495,1.0852,1.1575,1.1937,1.2208,1.2208,1.2118,1.2027,1.2118,1.2298,1.266,1.2841,1.2479,1.1575,0.9947,0.8591,0.7687,0.7054
ENT-DEMO-0102,Entelios Kristiansand-Oslo Demo,business_consumption,Grocery Stores,Grocery Stores #2,business_load,grocery_store,Entelios customer demo,Kristiansand,NO2,58.150257,8.020223,1918.2,219.0,399.2,49.9,grocery_refrigeration_day_evening,0.6782,0.6511,0.633,0.633,0.6692,0.7687,0.9495,1.0852,1.1575,1.1937,1.2208,1.2208,1.2118,1.2027,1.2118,1.2298,1.266,1.2841,1.2479,1.1575,0.9947,0.8591,0.7687,0.7054
ENT-DEMO-0103,Entelios Kristiansand-Oslo Demo,business_consumption,Grocery Stores,Grocery Stores #3,business_load,grocery_store,Entelios customer demo,Kristiansand,NO2,58.196504,8.016114,2107.4,240.6,451.2,58.5,grocery_refrigeration_day_evening,0.6782,0.6511,0.633,0.633,0.6692,0.7687,0.9495,1.0852,1.1575,1.1937,1.2208,1.2208,1.2118,1.2027,1.2118,1.2298,1.266,1.2841,1.2479,1.1575,0.9947,0.8591,0.7687,0.7054
ENT-DEMO-0104,Entelios Kristiansand-Oslo Demo,business_consumption,Grocery Stores,Grocery Stores #4,business_load,grocery_store,Entelios customer demo,Vennesla,NO2,58.213118,7.968404,1425.2,162.7,497.1,78.8,grocery_refrigeration_day_evening,0.6782,0.6511,0.633,0.633,0.6692,0.7687,0.9495,1.0852,1.1575,1.1937,1.2208,1.2208,1.2118,1.2027,1.2118,1.2298,1.266,1.2841,1.2479,1.1575,0.9947,0.8591,0.7687,0.7054
ENT-DEMO-0105,Entelios Kristiansand-Oslo Demo,business_consumption,Grocery Stores,Grocery Stores #5,business_load,grocery_store,Entelios customer demo,Vennesla,NO2,58.277262,7.951601,1504.4,171.7,463.2,68.9,grocery_refrigeration_day_evening,0.6782,0.6511,0.633,0.633,0.6692,0.7687,0.9495,1.0852,1.1575,1.1937,1.2208,1.2208,1.2118,1.2027,1.2118,1.2298,1.266,1.2841,1.2479,1.1575,0.9947,0.8591,0.7687,0.7054
ENT-DEMO-0106,Entelios Kristiansand-Oslo Demo,business_consumption,Grocery Stores,Grocery Stores #6,business_load,grocery_store,Entelios customer demo,Vennesla,NO2,58.283826,8.01272,958.9,109.5,242.4,21.9,grocery_refrigeration_day_evening,0.6782,0.6511,0.633,0.633,0.6692,0.7687,0.9495,1.0852,1.1575,1.1937,1.2208,1.2208,1.2118,1.2027,1.2118,1.2298,1.266,1.2841,1.2479,1.1575,0.9947,0.8591,0.7687,0.7054
ENT-DEMO-0107,Entelios Kristiansand-Oslo Demo,business_consumption,Grocery Stores,Grocery Stores #7,business_load,grocery_store,Entelios customer demo,Vennesla,NO2,58.363555,7.94781,1153.3,131.7,454.4,93.0,grocery_refrigeration_day_evening,0.6782,0.6511,0.633,0.633,0.6692,0.7687,0.9495,1.0852,1.1575,1.1937,1.2208,1.2208,1.2118,1.2027,1.2118,1.2298,1.266,1.2841,1.2479,1.1575,0.9947,0.8591,0.7687,0.7054
ENT-DEMO-0108,Entelios Kristiansand-Oslo Demo,business_consumption,Grocery Stores,Grocery Stores #8,business_load,grocery_store,Entelios customer demo,Vennesla,NO2,58.416189,7.884967,2174.4,248.2,546.4,72.3,grocery_refrigeration_day_evening,0.6782,0.6511,0.633,0.633,0.6692,0.7687,0.9495,1.0852,1.1575,1.1937,1.2208,1.2208,1.2118,1.2027,1.2118,1.2298,1.266,1.2841,1.2479,1.1575,0.9947,0.8591,0.7687,0.7054
ENT-DEMO-0109,Entelios Kristiansand-Oslo Demo,business_consumption,Grocery Stores,Grocery Stores #9,business_load,grocery_store,Entelios customer demo,Evje,NO2,58.445177,7.84826,914.0,104.3,265.3,49.1,grocery_refrigeration_day_evening,0.6782,0.6511,0.633,0.633,0.6692,0.7687,0.9495,1.0852,1.1575,1.1937,1.2208,1.2208,1.2118,1.2027,1.2118,1.2298,1.266,1.2841,1.2479,1.1575,0.9947,0.8591,0.7687,0.7054
ENT-DEMO-0110,Entelios Kristiansand-Oslo Demo,business_consumption,Grocery Stores,Grocery Stores #10,business_load,grocery_store,Entelios customer demo,Evje,NO2,58.513717,7.788876,1057.5,120.7,272.5,56.0,grocery_refrigeration_day_evening,0.6782,0.6511,0.633,0.633,0.6692,0.7687,0.9495,1.0852,1.1575,1.1937,1.2208,1.2208,1.2118,1.2027,1.2118,1.2298,1.266,1.2841,1.2479,1.1575,0.9947,0.8591,0.7687,0.7054
ENT-DEMO-0111,Entelios Kristiansand-Oslo Demo,business_consumption,Grocery Stores,Grocery Stores #11,business_load,grocery_store,Entelios customer demo,Evje,NO2,58.567391,7.822874,1413.2,161.3,887.2,109.5,grocery_refrigeration_day_evening,0.6782,0.6511,0.633,0.633,0.6692,0.7687,0.9495,1.0852,1.1575,1.1937,1.2208,1.2208,1.2118,1.2027,1.2118,1.2298,1.266,1.2841,1.2479,1.1575,0.9947,0.8591,0.7687,0.7054
ENT-DEMO-0112,Entelios Kristiansand-Oslo Demo,business_consumption,Grocery Stores,Grocery Stores #12,business_load,grocery_store,Entelios customer demo,Evje,NO2,58.628227,7.827751,2505.2,286.0,318.6,29.8,grocery_refrigeration_day_evening,0.6782,0.6511,0.633,0.633,0.6692,0.7687,0.9495,1.0852,1.1575,1.1937,1.2208,1.2208,1.2118,1.2027,1.2118,1.2298,1.266,1.2841,1.2479,1.1575,0.9947,0.8591,0.7687,0.7054
ENT-DEMO-0113,Entelios Kristiansand-Oslo Demo,business_consumption,Grocery Stores,Grocery Stores #13,business_load,grocery_store,Entelios customer demo,Evje,NO2,58.679585,7.785945,2155.6,246.1,346.6,42.0,grocery_refrigeration_day_evening,0.6782,0.6511,0.633,0.633,0.6692,0.7687,0.9495,1.0852,1.1575,1.1937,1.2208,1.2208,1.2118,1.2027,1.2118,1.2298,1.266,1.2841,1.2479,1.1575,0.9947,0.8591,0.7687,0.7054
ENT-DEMO-0114,Entelios Kristiansand-Oslo Demo,business_consumption,Grocery Stores,Grocery Stores #14,business_load,grocery_store,Entelios customer demo,Bygland,NO2,58.722703,7.772391,1844.7,210.6,714.5,91.6,grocery_refrigeration_day_evening,0.6782,0.6511,0.633,0.633,0.6692,0.7687,0.9495,1.0852,1.1575,1.1937,1.2208,1.2208,1.2118,1.2027,1.2118,1.2298,1.266,1.2841,1.2479,1.1575,0.9947,0.8591,0.7687,0.7054
ENT-DEMO-0115,Entelios Kristiansand-Oslo Demo,business_consumption,Grocery Stores,Grocery Stores #15,business_load,grocery_store,Entelios customer demo,Bygland,NO2,58.82392,7.76081,857.1,97.8,525.2,51.7,grocery_refrigeration_day_evening,0.6782,0.6511,0.633,0.633,0.6692,0.7687,0.9495,1.0852,1.1575,1.1937,1.2208,1.2208,1.2118,1.2027,1.2118,1.2298,1.266,1.2841,1.2479,1.1575,0.9947,0.8591,0.7687,0.7054
ENT-DEMO-0116,Entelios Kristiansand-Oslo Demo,business_consumption,Grocery Stores,Grocery Stores #16,business_load,grocery_store,Entelios customer demo,Bygland,NO2,58.864456,7.83086,1657.3,189.2,547.7,61.5,grocery_refrigeration_day_evening,0.6782,0.6511,0.633,0.633,0.6692,0.7687,0.9495,1.0852,1.1575,1.1937,1.2208,1.2208,1.2118,1.2027,1.2118,1.2298,1.266,1.2841,1.2479,1.1575,0.9947,0.8591,0.7687,0.7054
ENT-DEMO-0117,Entelios Kristiansand-Oslo Demo,business_consumption,Grocery Stores,Grocery Stores #17,business_load,grocery_store,Entelios customer demo,Bygland,NO2,58.889305,7.915038,1261.9,144.1,639.3,106.6,grocery_refrigeration_day_evening,0.6782,0.6511,0.633,0.633,0.6692,0.7687,0.9495,1.0852,1.1575,1.1937,1.2208,1.2208,1.2118,1.2027,1.2118,1.2298,1.266,1.2841,1.2479,1.1575,0.9947,0.8591,0.7687,0.7054
ENT-DEMO-0118,Entelios Kristiansand-Oslo Demo,business_consumption,Grocery Stores,Grocery Stores #18,business_load,grocery_store,Entelios customer demo,Bygland,NO2,59.024952,7.94822,1494.5,170.6,573.9,102.0,grocery_refrigeration_day_evening,0.6782,0.6511,0.633,0.633,0.6692,0.7687,0.9495,1.0852,1.1575,1.1937,1.2208,1.2208,1.2118,1.2027,1.2118,1.2298,1.266,1.2841,1.2479,1.1575,0.9947,0.8591,0.7687,0.7054
